frame,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14
178,0.000000,0.000311,0.000105,0.000110,0.995099,0.009317,0.000001,0.002333,0.000024,0.000032,0.000058,0.000367,0.000229,0.000138,0.000032
179,0.000000,0.000291,0.000120,0.000134,0.994755,0.010451,0.000001,0.002510,0.000027,0.000034,0.000070,0.000425,0.000254,0.000145,0.000034
180,0.000000,0.000228,0.000124,0.000175,0.994288,0.015903,0.000001,0.002534,0.000031,0.000042,0.000099,0.000552,0.000288,0.000138,0.000035
181,0.000000,0.000310,0.000112,0.000161,0.994236,0.012416,0.000001,0.002467,0.000028,0.000036,0.000067,0.000427,0.000275,0.000148,0.000034
182,0.000000,0.000311,0.000116,0.000131,0.995090,0.010169,0.000001,0.002349,0.000028,0.000034,0.000068,0.000428,0.000261,0.000156,0.000037
183,0.000000,0.000229,0.000115,0.000144,0.994633,0.012638,0.000001,0.002393,0.000027,0.000035,0.000078,0.000455,0.000247,0.000130,0.000033
184,0.000000,0.000278,0.000116,0.000119,0.995055,0.009670,0.000001,0.002372,0.000026,0.000032,0.000062,0.000383,0.000235,0.000147,0.000034
185,0.000000,0.000301,0.000119,0.000124,0.994934,0.009584,0.000001,0.002481,0.000026,0.000032,0.000068,0.000402,0.000242,0.000145,0.000036
186,0.000000,0.000237,0.000149,0.000127,0.994699,0.012394,0.000001,0.002581,0.000028,0.000036,0.000090,0.000523,0.000261,0.000150,0.000039
187,0.000000,0.000281,0.000118,0.000152,0.994536,0.011517,0.000001,0.002393,0.000029,0.000035,0.000065,0.000445,0.000268,0.000141,0.000034
188,0.000000,0.000263,0.000077,0.000195,0.993675,0.017961,0.000001,0.002416,0.000028,0.000038,0.000068,0.000429,0.000255,0.000129,0.000030
189,0.000000,0.000249,0.000139,0.000116,0.994998,0.010179,0.000001,0.002583,0.000026,0.000031,0.000076,0.000439,0.000233,0.000144,0.000037
190,0.000000,0.000278,0.000093,0.000136,0.995300,0.012033,0.000001,0.002178,0.000026,0.000036,0.000071,0.000403,0.000252,0.000136,0.000033
191,0.000000,0.000249,0.000095,0.000130,0.995032,0.011085,0.000001,0.002187,0.000027,0.000037,0.000054,0.000385,0.000242,0.000120,0.000031
192,0.000000,0.000208,0.000118,0.000114,0.995256,0.011606,0.000001,0.002296,0.000025,0.000035,0.000081,0.000443,0.000227,0.000128,0.000033
193,0.000000,0.000345,0.000111,0.000152,0.994464,0.011170,0.000001,0.002446,0.000030,0.000037,0.000071,0.000440,0.000281,0.000146,0.000034
194,0.000000,0.000309,0.000119,0.000139,0.995000,0.011333,0.000001,0.002178,0.000029,0.000036,0.000071,0.000453,0.000284,0.000151,0.000037
195,0.000000,0.000243,0.000152,0.000139,0.994451,0.012170,0.000001,0.002675,0.000029,0.000036,0.000093,0.000526,0.000258,0.000146,0.000039
196,0.000000,0.000286,0.000111,0.000113,0.995154,0.008974,0.000001,0.002355,0.000025,0.000030,0.000060,0.000366,0.000226,0.000134,0.000033
197,0.000000,0.000301,0.000110,0.000125,0.995347,0.010296,0.000001,0.002259,0.000028,0.000036,0.000070,0.000427,0.000256,0.000145,0.000035
198,0.000000,0.000244,0.000148,0.000132,0.994740,0.011636,0.000001,0.002668,0.000028,0.000035,0.000090,0.000502,0.000260,0.000144,0.000038
199,0.000000,0.000338,0.000118,0.000151,0.994383,0.012403,0.000001,0.002483,0.000031,0.000041,0.000071,0.000464,0.000310,0.000151,0.000037
200,0.000000,0.000311,0.000104,0.000124,0.994918,0.009937,0.000001,0.002266,0.000026,0.000031,0.000062,0.000393,0.000240,0.000130,0.000032
201,0.000000,0.000255,0.000131,0.000136,0.994573,0.011359,0.000001,0.002841,0.000027,0.000033,0.000084,0.000460,0.000240,0.000149,0.000036
202,0.000000,0.000285,0.000114,0.000139,0.994890,0.011095,0.000001,0.002288,0.000028,0.000037,0.000071,0.000427,0.000265,0.000144,0.000034
203,0.000000,0.000324,0.000100,0.000122,0.995157,0.010164,0.000001,0.002378,0.000027,0.000035,0.000062,0.000399,0.000247,0.000147,0.000034
204,0.000000,0.000263,0.000147,0.000137,0.994507,0.013863,0.000001,0.002426,0.000030,0.000040,0.000101,0.000560,0.000281,0.000160,0.000038
205,0.000000,0.000303,0.000119,0.000129,0.994643,0.010454,0.000001,0.002524,0.000026,0.000033,0.000061,0.000394,0.000248,0.000149,0.000035
206,0.000000,0.000311,0.000117,0.000117,0.995026,0.009175,0.000001,0.002315,0.000026,0.000031,0.000059,0.000383,0.000251,0.000144,0.000034
207,0.000000,0.000292,0.000138,0.000123,0.994743,0.010582,0.000001,0.002670,0.000027,0.000032,0.000084,0.000464,0.000249,0.000151,0.000040
208,0.000000,0.000268,0.000084,0.000183,0.993667,0.014969,0.000001,0.002424,0.000027,0.000037,0.000057,0.000403,0.000242,0.000120,0.000031
209,0.000000,0.000313,0.000111,0.000132,0.994855,0.009374,0.000001,0.002456,0.000026,0.000031,0.000060,0.000384,0.000251,0.000138,0.000035
210,0.000000,0.000206,0.000105,0.000146,0.994926,0.014341,0.000001,0.002194,0.000026,0.000039,0.000085,0.000468,0.000247,0.000128,0.000032
211,0.000000,0.000393,0.000059,0.000219,0.994430,0.012879,0.000001,0.002332,0.000029,0.000036,0.000050,0.000349,0.000284,0.000130,0.000030
212,0.000000,0.000378,0.000104,0.000151,0.994758,0.011906,0.000001,0.002233,0.000031,0.000039,0.000072,0.000466,0.000301,0.000157,0.000038
213,0.000000,0.000337,0.000113,0.000138,0.994718,0.010129,0.000001,0.002752,0.000028,0.000033,0.000068,0.000421,0.000262,0.000145,0.000039
214,0.000000,0.000405,0.000074,0.000163,0.994879,0.010617,0.000001,0.002338,0.000028,0.000032,0.000055,0.000365,0.000272,0.000142,0.000034
215,0.000000,0.000466,0.000082,0.000133,0.994918,0.009040,0.000001,0.002421,0.000027,0.000030,0.000054,0.000348,0.000251,0.000143,0.000034
216,0.000000,0.000283,0.000075,0.000186,0.994429,0.012720,0.000001,0.002577,0.000027,0.000033,0.000061,0.000377,0.000248,0.000131,0.000030
217,0.000000,0.000293,0.000088,0.000202,0.994474,0.014620,0.000001,0.002534,0.000031,0.000042,0.000063,0.000417,0.000290,0.000155,0.000031
218,0.000000,0.000335,0.000102,0.000147,0.994906,0.011013,0.000001,0.002339,0.000028,0.000036,0.000066,0.000404,0.000279,0.000147,0.000036
219,0.000000,0.000356,0.000108,0.000155,0.994539,0.012491,0.000001,0.002535,0.000029,0.000034,0.000075,0.000469,0.000293,0.000156,0.000038
220,0.000000,0.000481,0.000092,0.000179,0.994754,0.012416,0.000001,0.002303,0.000033,0.000041,0.000071,0.000473,0.000342,0.000184,0.000041
221,0.000000,0.000383,0.000087,0.000159,0.994603,0.010718,0.000001,0.002417,0.000028,0.000033,0.000057,0.000391,0.000262,0.000152,0.000034
222,0.000000,0.000290,0.000124,0.000142,0.993858,0.013163,0.000001,0.002589,0.000026,0.000034,0.000060,0.000410,0.000264,0.000140,0.000036
223,0.000000,0.000418,0.000079,0.000161,0.994887,0.012202,0.000001,0.002244,0.000029,0.000036,0.000061,0.000406,0.000288,0.000144,0.000034
224,0.000000,0.000353,0.000093,0.000155,0.994820,0.011166,0.000001,0.002374,0.000029,0.000037,0.000061,0.000407,0.000269,0.000155,0.000035
225,0.000000,0.000289,0.000125,0.000118,0.995061,0.010206,0.000001,0.002613,0.000026,0.000033,0.000073,0.000414,0.000244,0.000148,0.000037
226,0.000000,0.000310,0.000078,0.000146,0.994835,0.010495,0.000001,0.002408,0.000024,0.000031,0.000049,0.000316,0.000232,0.000119,0.000031
227,0.000000,0.000308,0.000058,0.000150,0.995127,0.012601,0.000001,0.002194,0.000024,0.000035,0.000053,0.000344,0.000213,0.000123,0.000027
228,0.000000,0.000305,0.000117,0.000130,0.994889,0.011631,0.000001,0.002521,0.000027,0.000032,0.000075,0.000449,0.000249,0.000157,0.000037
229,0.000000,0.000372,0.000095,0.000126,0.995344,0.008048,0.000001,0.002526,0.000026,0.000031,0.000054,0.000324,0.000239,0.000143,0.000034
230,0.000000,0.000315,0.000077,0.000167,0.995001,0.015239,0.000001,0.001927,0.000031,0.000046,0.000067,0.000448,0.000300,0.000135,0.000030
231,0.000000,0.000291,0.000134,0.000127,0.994763,0.011155,0.000001,0.002471,0.000028,0.000035,0.000080,0.000462,0.000263,0.000158,0.000037
232,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
233,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
234,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
235,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
236,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
237,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
238,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
239,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
240,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
241,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
242,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
243,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
244,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
245,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
246,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
247,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
248,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
249,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
250,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
251,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
252,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
253,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
254,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
255,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
256,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
257,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
258,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
259,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
260,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
261,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
262,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
263,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
264,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
265,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
266,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
267,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
268,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
269,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
270,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
271,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
272,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
273,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
274,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
275,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
276,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
277,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
278,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
279,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
280,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
281,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
282,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
283,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
284,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
285,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
286,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
287,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
288,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
289,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
290,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
291,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
292,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
293,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
294,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
295,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
296,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
297,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
298,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
299,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
300,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
301,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
302,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
303,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
304,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
305,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
306,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
307,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
308,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
309,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
310,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
311,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
312,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
313,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
314,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
315,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
316,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
317,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
318,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
319,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
320,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
321,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
322,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
323,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
324,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
325,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
326,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
327,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
328,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
329,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
330,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
331,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
332,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
333,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
334,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
335,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
336,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
337,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
338,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
339,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
340,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
341,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
342,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
343,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
344,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
345,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
346,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
347,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
348,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
349,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
350,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
351,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
352,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
353,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
354,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
355,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
356,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
357,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
