frame,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14
177,0.000000,0.000051,0.000137,0.004515,0.937572,0.006220,0.000002,0.000233,0.000033,0.000034,0.000110,0.000309,0.000382,0.000182,0.000027
178,0.000000,0.000058,0.000110,0.004318,0.937871,0.004967,0.000001,0.000210,0.000030,0.000030,0.000073,0.000235,0.000360,0.000175,0.000024
179,0.000000,0.000057,0.000121,0.004773,0.935169,0.005851,0.000002,0.000225,0.000033,0.000034,0.000085,0.000275,0.000403,0.000173,0.000026
180,0.000000,0.000048,0.000128,0.005703,0.934487,0.008456,0.000002,0.000249,0.000038,0.000043,0.000130,0.000358,0.000422,0.000170,0.000027
181,0.000000,0.000058,0.000117,0.005735,0.931842,0.006629,0.000002,0.000222,0.000035,0.000037,0.000092,0.000282,0.000428,0.000177,0.000025
182,0.000000,0.000056,0.000123,0.004643,0.941002,0.005558,0.000002,0.000220,0.000034,0.000036,0.000091,0.000276,0.000407,0.000190,0.000028
183,0.000000,0.000047,0.000120,0.004828,0.937972,0.007043,0.000001,0.000231,0.000033,0.000036,0.000106,0.000306,0.000376,0.000170,0.000026
184,0.000000,0.000051,0.000123,0.004102,0.942813,0.005410,0.000001,0.000217,0.000030,0.000034,0.000083,0.000249,0.000349,0.000185,0.000026
185,0.000000,0.000055,0.000131,0.004479,0.937397,0.005197,0.000002,0.000229,0.000033,0.000033,0.000090,0.000264,0.000381,0.000177,0.000028
186,0.000000,0.000049,0.000150,0.004242,0.939597,0.006609,0.000002,0.000257,0.000034,0.000037,0.000122,0.000341,0.000386,0.000180,0.000029
187,0.000000,0.000055,0.000112,0.005602,0.932480,0.006110,0.000002,0.000207,0.000036,0.000034,0.000081,0.000282,0.000416,0.000167,0.000025
188,0.000000,0.000050,0.000082,0.006802,0.926283,0.009815,0.000002,0.000224,0.000035,0.000039,0.000093,0.000290,0.000396,0.000161,0.000023
189,0.000000,0.000048,0.000143,0.004220,0.940728,0.005945,0.000002,0.000250,0.000033,0.000034,0.000103,0.000297,0.000370,0.000178,0.000027
190,0.000000,0.000050,0.000098,0.005076,0.941876,0.006809,0.000002,0.000204,0.000032,0.000038,0.000096,0.000267,0.000411,0.000159,0.000026
191,0.000000,0.000052,0.000099,0.004821,0.938003,0.005722,0.000001,0.000204,0.000032,0.000035,0.000071,0.000239,0.000368,0.000152,0.000024
192,0.000000,0.000043,0.000134,0.004104,0.939955,0.006427,0.000001,0.000227,0.000032,0.000035,0.000107,0.000299,0.000360,0.000168,0.000027
193,0.000000,0.000069,0.000114,0.005376,0.933318,0.006309,0.000002,0.000210,0.000036,0.000038,0.000093,0.000290,0.000451,0.000183,0.000027
194,0.000000,0.000064,0.000134,0.004936,0.939438,0.006234,0.000002,0.000215,0.000037,0.000038,0.000100,0.000308,0.000456,0.000198,0.000030
195,0.000000,0.000049,0.000149,0.004673,0.934430,0.006587,0.000002,0.000256,0.000035,0.000037,0.000125,0.000335,0.000386,0.000176,0.000029
196,0.000000,0.000054,0.000124,0.003996,0.941276,0.004979,0.000001,0.000222,0.000030,0.000032,0.000083,0.000242,0.000353,0.000170,0.000026
197,0.000000,0.000056,0.000118,0.004735,0.940476,0.005567,0.000002,0.000211,0.000035,0.000036,0.000092,0.000279,0.000416,0.000174,0.000028
198,0.000000,0.000049,0.000148,0.004436,0.937925,0.005984,0.000002,0.000252,0.000034,0.000035,0.000117,0.000318,0.000381,0.000175,0.000028
199,0.000000,0.000066,0.000124,0.005620,0.932352,0.006303,0.000002,0.000217,0.000038,0.000042,0.000096,0.000299,0.000495,0.000183,0.000030
200,0.000000,0.000058,0.000111,0.004641,0.937561,0.005371,0.000002,0.000212,0.000032,0.000032,0.000080,0.000259,0.000376,0.000163,0.000025
201,0.000000,0.000050,0.000133,0.004663,0.935792,0.006073,0.000001,0.000259,0.000032,0.000033,0.000109,0.000295,0.000366,0.000183,0.000027
202,0.000000,0.000054,0.000120,0.005166,0.939405,0.006218,0.000002,0.000215,0.000036,0.000040,0.000098,0.000292,0.000427,0.000176,0.000026
203,0.000000,0.000059,0.000104,0.004678,0.941022,0.005669,0.000002,0.000211,0.000034,0.000036,0.000085,0.000268,0.000406,0.000178,0.000027
204,0.000000,0.000050,0.000141,0.004931,0.934812,0.007372,0.000002,0.000232,0.000036,0.000040,0.000133,0.000361,0.000418,0.000188,0.000028
205,0.000000,0.000056,0.000125,0.005052,0.934551,0.005792,0.000002,0.000231,0.000033,0.000035,0.000086,0.000266,0.000394,0.000191,0.000027
206,0.000000,0.000056,0.000114,0.004270,0.941331,0.004740,0.000001,0.000214,0.000031,0.000031,0.000075,0.000237,0.000374,0.000174,0.000025
207,0.000000,0.000053,0.000142,0.004393,0.935771,0.005596,0.000002,0.000254,0.000033,0.000034,0.000107,0.000293,0.000374,0.000180,0.000029
208,0.000000,0.000047,0.000082,0.006333,0.926350,0.007721,0.000001,0.000212,0.000033,0.000037,0.000072,0.000255,0.000373,0.000142,0.000022
209,0.000000,0.000056,0.000120,0.004568,0.937731,0.005309,0.000002,0.000219,0.000032,0.000033,0.000080,0.000253,0.000390,0.000175,0.000026
210,0.000000,0.000046,0.000108,0.005374,0.934896,0.007532,0.000002,0.000212,0.000032,0.000035,0.000103,0.000302,0.000391,0.000159,0.000026
211,0.000000,0.000072,0.000060,0.008357,0.930344,0.006602,0.000002,0.000189,0.000035,0.000037,0.000065,0.000218,0.000445,0.000161,0.000022
212,0.000000,0.000070,0.000101,0.005678,0.936008,0.006040,0.000002,0.000192,0.000037,0.000038,0.000090,0.000286,0.000465,0.000191,0.000028
213,0.000000,0.000062,0.000113,0.004783,0.937279,0.005550,0.000002,0.000238,0.000033,0.000035,0.000091,0.000269,0.000398,0.000179,0.000028
214,0.000000,0.000069,0.000075,0.006026,0.937080,0.005530,0.000002,0.000195,0.000033,0.000032,0.000071,0.000231,0.000425,0.000175,0.000025
215,0.000000,0.000085,0.000085,0.004748,0.940717,0.004991,0.000002,0.000202,0.000032,0.000031,0.000070,0.000226,0.000385,0.000181,0.000027
216,0.000000,0.000051,0.000072,0.006428,0.933383,0.006851,0.000001,0.000221,0.000031,0.000033,0.000078,0.000238,0.000371,0.000154,0.000022
217,0.000000,0.000056,0.000086,0.006717,0.933039,0.007469,0.000002,0.000207,0.000035,0.000040,0.000076,0.000250,0.000428,0.000186,0.000023
218,0.000000,0.000063,0.000108,0.005472,0.937160,0.005907,0.000002,0.000207,0.000034,0.000036,0.000090,0.000266,0.000429,0.000186,0.000028
219,0.000000,0.000070,0.000105,0.005241,0.936654,0.006389,0.000002,0.000230,0.000035,0.000034,0.000098,0.000295,0.000420,0.000197,0.000028
220,0.000000,0.000082,0.000082,0.006782,0.935684,0.006526,0.000002,0.000189,0.000039,0.000038,0.000087,0.000289,0.000500,0.000210,0.000028
221,0.000000,0.000063,0.000085,0.006202,0.934508,0.005459,0.000002,0.000199,0.000034,0.000033,0.000073,0.000239,0.000410,0.000178,0.000024
222,0.000000,0.000056,0.000123,0.004941,0.929161,0.007424,0.000001,0.000231,0.000032,0.000035,0.000083,0.000278,0.000395,0.000186,0.000028
223,0.000000,0.000072,0.000082,0.006141,0.937559,0.006602,0.000002,0.000193,0.000035,0.000037,0.000081,0.000267,0.000447,0.000180,0.000026
224,0.000000,0.000066,0.000095,0.005365,0.936742,0.005812,0.000002,0.000198,0.000034,0.000036,0.000080,0.000256,0.000407,0.000194,0.000026
225,0.000000,0.000054,0.000130,0.004454,0.939852,0.005858,0.000002,0.000247,0.000032,0.000035,0.000102,0.000277,0.000365,0.000188,0.000029
226,0.000000,0.000054,0.000076,0.005592,0.938083,0.005602,0.000001,0.000203,0.000029,0.000032,0.000065,0.000202,0.000365,0.000143,0.000023
227,0.000000,0.000050,0.000061,0.005379,0.941020,0.006738,0.000001,0.000193,0.000029,0.000036,0.000068,0.000221,0.000327,0.000145,0.000020
228,0.000000,0.000058,0.000125,0.004789,0.938426,0.006493,0.000002,0.000231,0.000034,0.000034,0.000102,0.000304,0.000391,0.000207,0.000030
229,0.000000,0.000066,0.000084,0.004977,0.939299,0.004376,0.000001,0.000198,0.000030,0.000029,0.000062,0.000202,0.000378,0.000175,0.000024
230,0.000000,0.000059,0.000075,0.006609,0.935915,0.007389,0.000002,0.000151,0.000034,0.000042,0.000079,0.000266,0.000454,0.000169,0.000023
231,0.000000,0.000058,0.000154,0.004615,0.935180,0.005984,0.000002,0.000238,0.000034,0.000035,0.000108,0.000308,0.000401,0.000202,0.000031
232,0.000210,0.000894,0.001301,0.157152,0.662012,0.004111,0.000068,0.000203,0.000642,0.000509,0.008548,0.001589,0.013024,0.003768,0.000527
233,0.000213,0.000898,0.001314,0.156846,0.662009,0.004135,0.000068,0.000205,0.000645,0.000512,0.008593,0.001598,0.013043,0.003789,0.000529
234,0.000206,0.000885,0.001312,0.155658,0.661661,0.003992,0.000067,0.000204,0.000639,0.000497,0.008369,0.001568,0.012594,0.003796,0.000525
235,0.000213,0.000898,0.001314,0.156846,0.662009,0.004135,0.000068,0.000205,0.000645,0.000512,0.008593,0.001598,0.013043,0.003789,0.000529
236,0.000213,0.000898,0.001314,0.156846,0.662009,0.004135,0.000068,0.000205,0.000645,0.000512,0.008593,0.001598,0.013043,0.003789,0.000529
237,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
238,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
239,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
240,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
241,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
242,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
243,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
244,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
245,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
246,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
247,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
248,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
249,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
250,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
251,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
252,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
253,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
254,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
255,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
256,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
257,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
258,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
259,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
260,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
261,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
262,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
263,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
264,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
265,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
266,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
267,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
268,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
269,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
270,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
271,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
272,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
273,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
274,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
275,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
276,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
277,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
278,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
279,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
280,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
281,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
282,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
283,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
284,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
285,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
286,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
287,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
288,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
289,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
290,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
291,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
292,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
293,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
294,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
295,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
296,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
297,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
298,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
299,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
300,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
301,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
302,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
303,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
304,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
305,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
306,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
307,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
308,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
309,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
310,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
311,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
312,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
313,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
314,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
315,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
316,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
317,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
318,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
319,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
320,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
321,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
322,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
323,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
324,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
325,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
326,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
327,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
328,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
329,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
330,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
331,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
332,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
333,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
334,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
335,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
336,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
337,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
338,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
339,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
340,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
341,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
342,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
343,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
344,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
345,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
346,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
347,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
348,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
349,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
350,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
351,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
352,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
353,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
354,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
355,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
356,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
357,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
