frame,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14
497,0.000683,0.990941,0.016431,0.000114,0.000457,0.000554,0.001041,0.008043,0.001253,0.008748,0.030536,0.000549,0.000133,0.000540,0.008042
498,0.002521,0.985145,0.002239,0.000034,0.001137,0.001385,0.000767,0.002400,0.000917,0.036684,0.027299,0.000545,0.000110,0.000603,0.008084
499,0.001155,0.992962,0.000738,0.000141,0.003631,0.006693,0.000669,0.006198,0.004703,0.179537,0.014985,0.001079,0.001016,0.006352,0.004920
500,0.005999,0.994299,0.000476,0.000200,0.002152,0.003802,0.002645,0.004951,0.007126,0.518365,0.021458,0.001150,0.001026,0.016001,0.007771
501,0.999942,0.000000,0.000952,0.000000,0.000011,0.000010,0.001966,0.000749,0.002496,0.043487,0.009330,0.000224,0.001100,0.000160,0.000077
502,0.000215,0.989924,0.005856,0.000061,0.000780,0.001658,0.000052,0.001837,0.000699,0.029163,0.003775,0.000293,0.000334,0.001624,0.000816
503,0.000046,0.998779,0.001304,0.000091,0.000405,0.000753,0.000046,0.000963,0.000419,0.005121,0.024365,0.000191,0.000178,0.000507,0.001408
504,0.000004,0.999608,0.000127,0.000042,0.000584,0.000664,0.000025,0.001507,0.000618,0.029744,0.003521,0.000148,0.000129,0.000572,0.001234
505,0.000023,0.998577,0.000077,0.000013,0.000947,0.001425,0.000012,0.000469,0.000309,0.009472,0.000202,0.000076,0.000064,0.000555,0.000403
506,0.000014,0.999097,0.000140,0.000053,0.000571,0.000458,0.000038,0.001398,0.000669,0.024956,0.001460,0.000111,0.000063,0.000770,0.001497
507,0.000001,0.999775,0.000001,0.000006,0.000388,0.000101,0.000000,0.000352,0.000027,0.000047,0.000010,0.000007,0.000005,0.000035,0.000209
508,0.000000,0.999806,0.000004,0.000016,0.000318,0.000119,0.000000,0.000513,0.000036,0.000294,0.000005,0.000007,0.000014,0.000195,0.000155
509,0.000000,0.999268,0.000091,0.000037,0.000057,0.000173,0.000000,0.000384,0.000037,0.000181,0.000066,0.000010,0.000008,0.000136,0.000119
510,0.000000,0.999721,0.000089,0.000032,0.000016,0.000079,0.000000,0.000594,0.000368,0.179313,0.000152,0.000012,0.000022,0.002818,0.000325
511,0.000000,0.999735,0.000004,0.000121,0.000066,0.000189,0.000001,0.000547,0.000201,0.001933,0.000069,0.000020,0.000016,0.000253,0.000275
512,0.999376,0.000000,0.012228,0.000000,0.000005,0.000009,0.000206,0.004921,0.001399,0.047150,0.019006,0.000180,0.000165,0.000533,0.000223
513,0.000000,0.999790,0.000000,0.000110,0.000140,0.000106,0.000000,0.001601,0.000038,0.000316,0.000031,0.000007,0.000008,0.000128,0.000210
514,0.000000,0.999817,0.000002,0.000063,0.000109,0.000132,0.000000,0.001493,0.000022,0.000090,0.000014,0.000007,0.000005,0.000044,0.000111
515,0.000000,0.999831,0.000001,0.000029,0.000156,0.000126,0.000000,0.001434,0.000015,0.000057,0.000005,0.000005,0.000004,0.000104,0.000121
516,0.000000,0.999699,0.000001,0.000081,0.000274,0.000122,0.000000,0.006186,0.000011,0.000033,0.000003,0.000003,0.000004,0.000138,0.000177
517,0.000001,0.999190,0.000003,0.000122,0.000370,0.000676,0.000003,0.002040,0.000150,0.000575,0.000162,0.000034,0.000010,0.000167,0.000494
518,0.000014,0.998875,0.000082,0.000044,0.000064,0.000312,0.000002,0.003186,0.000673,0.068411,0.001003,0.000045,0.000026,0.018986,0.003897
519,0.000000,0.999930,0.000005,0.000046,0.000026,0.000089,0.000000,0.001893,0.000033,0.000182,0.000062,0.000006,0.000005,0.000070,0.000224
520,0.000000,0.999907,0.000002,0.000068,0.000053,0.000273,0.000000,0.001327,0.000093,0.000483,0.000098,0.000013,0.000010,0.000164,0.000211
521,0.000000,0.999935,0.000002,0.000044,0.000042,0.000120,0.000000,0.001018,0.000064,0.000467,0.000247,0.000012,0.000007,0.000103,0.000249
522,0.000000,0.999867,0.000012,0.000065,0.000022,0.000168,0.000000,0.001307,0.000099,0.001600,0.001156,0.000017,0.000010,0.000335,0.000543
523,0.999948,0.000000,0.001633,0.000000,0.000002,0.000002,0.000206,0.001061,0.001097,0.014339,0.022184,0.000103,0.000103,0.000403,0.000111
524,0.000000,0.998812,0.000027,0.000205,0.000039,0.000181,0.000000,0.000658,0.000061,0.000738,0.002577,0.000020,0.000007,0.000504,0.001204
525,0.000000,0.999805,0.000012,0.000077,0.000082,0.000298,0.000001,0.001159,0.000083,0.000940,0.000183,0.000019,0.000016,0.000996,0.000719
526,0.000000,0.999388,0.000008,0.000080,0.000106,0.000288,0.000000,0.000753,0.000019,0.000157,0.000037,0.000007,0.000007,0.001072,0.000753
527,0.000004,0.977662,0.000076,0.000167,0.000044,0.000263,0.000000,0.000678,0.000051,0.000689,0.014825,0.000027,0.000008,0.001803,0.001284
528,0.000002,0.995051,0.000030,0.000312,0.000117,0.001834,0.000001,0.009617,0.000125,0.001018,0.000352,0.000039,0.000032,0.004798,0.001299
529,0.000003,0.999379,0.000010,0.000028,0.000210,0.000529,0.000001,0.008756,0.000099,0.000864,0.000079,0.000024,0.000028,0.001073,0.001151
530,0.000000,0.999943,0.000000,0.000078,0.000173,0.000174,0.000001,0.009721,0.000090,0.001208,0.000179,0.000012,0.000017,0.000726,0.000488
531,0.000002,0.999653,0.000013,0.000164,0.000493,0.000397,0.000005,0.005455,0.000232,0.001007,0.003686,0.000075,0.000031,0.000875,0.000738
532,0.000000,0.999769,0.000008,0.000245,0.000573,0.000600,0.000004,0.015819,0.000138,0.001079,0.001847,0.000046,0.000037,0.001063,0.000821
533,0.000001,0.999653,0.000015,0.000258,0.000360,0.000574,0.000007,0.005664,0.000197,0.002591,0.007833,0.000072,0.000040,0.001351,0.001272
534,0.999924,0.000000,0.004624,0.000000,0.000000,0.000001,0.000092,0.001070,0.001099,0.021179,0.020823,0.000083,0.000040,0.000422,0.000176
535,0.000007,0.998759,0.000023,0.000192,0.000517,0.000596,0.000009,0.004622,0.000131,0.002166,0.014919,0.000075,0.000039,0.001177,0.001142
536,0.000001,0.999244,0.000010,0.000515,0.000916,0.000544,0.000004,0.005421,0.000089,0.001200,0.007117,0.000050,0.000045,0.000553,0.000772
537,0.000001,0.999329,0.000007,0.000384,0.000992,0.000570,0.000004,0.004443,0.000075,0.000911,0.006124,0.000046,0.000039,0.000617,0.000673
538,0.000001,0.999337,0.000007,0.000363,0.000972,0.000613,0.000004,0.004448,0.000076,0.000832,0.005950,0.000047,0.000038,0.000529,0.000620
539,0.000001,0.999353,0.000007,0.000349,0.000969,0.000612,0.000004,0.004387,0.000075,0.000824,0.005950,0.000046,0.000038,0.000525,0.000619
540,0.000000,0.999786,0.000001,0.000166,0.000656,0.000250,0.000001,0.013025,0.000032,0.000147,0.000086,0.000010,0.000015,0.000295,0.000519
541,0.000000,0.999685,0.000006,0.000150,0.000571,0.000310,0.000001,0.019207,0.000053,0.000189,0.000237,0.000019,0.000019,0.000297,0.000686
542,0.000001,0.999486,0.000006,0.000192,0.001398,0.000573,0.000003,0.010765,0.000072,0.000245,0.001323,0.000045,0.000026,0.000420,0.001294
543,0.000001,0.999345,0.000005,0.000176,0.001219,0.000629,0.000002,0.006377,0.000053,0.000163,0.000943,0.000039,0.000021,0.000459,0.000942
544,0.000001,0.998274,0.000034,0.000263,0.001617,0.000443,0.000003,0.004571,0.000080,0.000333,0.004267,0.000066,0.000028,0.000456,0.000738
545,0.999990,0.000000,0.000309,0.000000,0.000003,0.000004,0.000203,0.005121,0.002414,0.143057,0.014969,0.000180,0.000186,0.000453,0.000227
546,0.000004,0.998206,0.000065,0.000106,0.001204,0.000471,0.000005,0.002697,0.000065,0.000259,0.009585,0.000067,0.000024,0.000310,0.000536
547,0.000027,0.996582,0.000043,0.000185,0.002155,0.000711,0.000014,0.004387,0.000128,0.000751,0.008770,0.000098,0.000046,0.000713,0.000950
548,0.000100,0.995318,0.000029,0.000397,0.002772,0.001081,0.000028,0.008216,0.000199,0.001735,0.011541,0.000133,0.000087,0.001752,0.001433
549,0.000012,0.997085,0.000012,0.000422,0.003453,0.000831,0.000017,0.005463,0.000196,0.002471,0.004167,0.000090,0.000087,0.001347,0.001013
550,0.000048,0.996603,0.000015,0.000188,0.002425,0.001154,0.000019,0.003508,0.000129,0.001313,0.002058,0.000087,0.000068,0.002114,0.001375
551,0.000005,0.998952,0.000007,0.000181,0.004017,0.001287,0.000021,0.004665,0.000178,0.002106,0.000789,0.000069,0.000094,0.002105,0.001051
552,0.000005,0.999601,0.000010,0.000054,0.002465,0.000832,0.000004,0.022917,0.000154,0.001267,0.000246,0.000044,0.000061,0.002195,0.001806
553,0.000003,0.999156,0.000002,0.000202,0.003180,0.000917,0.000003,0.017707,0.000113,0.000945,0.000276,0.000041,0.000054,0.001310,0.000819
554,0.000033,0.998987,0.000011,0.000105,0.003698,0.001045,0.000009,0.006321,0.000163,0.001142,0.000410,0.000080,0.000067,0.001167,0.001054
555,0.000005,0.999178,0.000007,0.000182,0.001996,0.001083,0.000005,0.008880,0.000130,0.000642,0.000460,0.000063,0.000048,0.000607,0.000898
556,0.999579,0.000005,0.001187,0.000001,0.001467,0.000130,0.017960,0.001008,0.003666,0.509390,0.005549,0.000960,0.000853,0.000186,0.000155
557,0.999968,0.000000,0.000813,0.000000,0.000004,0.000006,0.000093,0.008822,0.001110,0.103043,0.010148,0.000139,0.000062,0.001142,0.000364
558,0.000003,0.998269,0.000029,0.000336,0.001715,0.000942,0.000006,0.005440,0.000167,0.001289,0.003557,0.000090,0.000040,0.000789,0.001468
559,0.000003,0.997829,0.000250,0.000150,0.000427,0.000410,0.000005,0.004352,0.000159,0.001403,0.018239,0.000095,0.000029,0.000895,0.001326
560,0.000028,0.996435,0.000062,0.000205,0.001696,0.000896,0.000008,0.005431,0.000124,0.001011,0.011335,0.000110,0.000045,0.001594,0.001205
561,0.000006,0.997236,0.000030,0.000239,0.001433,0.000962,0.000007,0.004874,0.000121,0.001571,0.005745,0.000074,0.000045,0.002069,0.001829
562,0.000031,0.993634,0.000100,0.000314,0.002632,0.000639,0.000022,0.004860,0.000207,0.003527,0.007705,0.000123,0.000076,0.001649,0.002085
563,0.000069,0.997806,0.000042,0.000087,0.002490,0.000755,0.000025,0.002773,0.000157,0.002025,0.003180,0.000102,0.000070,0.001981,0.001572
564,0.000004,0.998430,0.000006,0.000064,0.003865,0.001701,0.000012,0.003110,0.000105,0.000830,0.000259,0.000045,0.000048,0.001101,0.000754
565,0.000004,0.999431,0.000028,0.000017,0.002153,0.000572,0.000006,0.004017,0.000104,0.000960,0.000224,0.000039,0.000045,0.000890,0.001334
566,0.000014,0.997904,0.000003,0.000131,0.003888,0.001119,0.000008,0.016237,0.000129,0.001020,0.000280,0.000053,0.000062,0.001054,0.000964
567,0.000001,0.999572,0.000002,0.000124,0.001460,0.000617,0.000003,0.012617,0.000076,0.000429,0.000166,0.000022,0.000032,0.000460,0.000660
568,0.917675,0.000000,0.342520,0.000000,0.000056,0.000054,0.003612,0.002257,0.002290,0.184420,0.053661,0.000607,0.000522,0.001181,0.000111
569,0.000003,0.999021,0.000002,0.000150,0.004746,0.001081,0.000005,0.006347,0.000090,0.000765,0.000202,0.000040,0.000053,0.000788,0.000715
570,0.000005,0.998748,0.000031,0.000203,0.001121,0.000860,0.000008,0.004975,0.000184,0.001801,0.002850,0.000086,0.000044,0.001239,0.001158
571,0.000022,0.997549,0.000177,0.000079,0.000740,0.001048,0.000013,0.002110,0.000172,0.002262,0.016936,0.000114,0.000041,0.001946,0.001471
572,0.000048,0.996620,0.000604,0.000074,0.003191,0.000921,0.000103,0.002580,0.000381,0.003178,0.007146,0.000211,0.000138,0.002900,0.002233
573,0.000003,0.965321,0.000058,0.001473,0.010178,0.009426,0.000206,0.002810,0.001152,0.156957,0.000656,0.000272,0.001071,0.017131,0.000720
574,0.000027,0.992215,0.000177,0.000606,0.004799,0.006882,0.000214,0.001595,0.000427,0.016469,0.002373,0.000239,0.000314,0.024645,0.001213
575,0.000018,0.994214,0.000049,0.000569,0.007120,0.007828,0.000087,0.002873,0.000317,0.005674,0.001807,0.000213,0.000252,0.015984,0.001186
576,0.000079,0.989405,0.000143,0.000248,0.008009,0.006956,0.000138,0.002749,0.000297,0.006872,0.001598,0.000244,0.000198,0.012422,0.001733
577,0.000022,0.995999,0.000037,0.000195,0.005090,0.005220,0.000044,0.004101,0.000179,0.003694,0.000715,0.000119,0.000128,0.011005,0.001191
578,0.000059,0.994738,0.000041,0.000196,0.006353,0.004347,0.000058,0.003744,0.000206,0.004030,0.001269,0.000158,0.000142,0.012324,0.001181
579,0.057146,0.000001,0.944352,0.000033,0.004980,0.000862,0.002054,0.000660,0.001045,0.966449,0.004616,0.000576,0.000941,0.000685,0.000286
580,0.000062,0.994960,0.000066,0.000187,0.007196,0.004794,0.000059,0.003299,0.000223,0.004780,0.001011,0.000171,0.000159,0.013957,0.001394
581,0.000035,0.995151,0.000074,0.000315,0.005298,0.004314,0.000053,0.004828,0.000239,0.003744,0.001659,0.000184,0.000157,0.010075,0.001380
582,0.000103,0.997016,0.000153,0.000067,0.003732,0.002761,0.000058,0.003260,0.000221,0.004048,0.002845,0.000189,0.000150,0.008479,0.001943
583,0.000230,0.992806,0.000186,0.000311,0.005148,0.003420,0.000153,0.005287,0.000449,0.006301,0.008512,0.000343,0.000247,0.006894,0.002118
584,0.000673,0.975143,0.000219,0.001534,0.010900,0.006665,0.000505,0.007033,0.000616,0.008205,0.005377,0.000624,0.000358,0.008008,0.003212
585,0.001444,0.940511,0.000498,0.001223,0.014961,0.009598,0.000363,0.008568,0.000767,0.017045,0.006207,0.000704,0.000640,0.012186,0.002051
586,0.001492,0.854034,0.000482,0.002119,0.030997,0.004245,0.000319,0.003678,0.000346,0.004704,0.012658,0.000556,0.000269,0.003128,0.001570
587,0.000664,0.989333,0.000379,0.000095,0.003954,0.003044,0.002018,0.000499,0.000573,0.025283,0.010073,0.000352,0.000369,0.020464,0.001340
588,0.001121,0.989553,0.000196,0.000149,0.005298,0.002387,0.001196,0.000554,0.000718,0.014068,0.012810,0.000426,0.000398,0.009562,0.001652
589,0.001419,0.988891,0.000111,0.000076,0.011364,0.002875,0.000311,0.001202,0.000529,0.009153,0.004307,0.000364,0.000347,0.010207,0.001438
590,0.002833,0.000007,0.988986,0.000048,0.008950,0.003133,0.004638,0.010530,0.002788,0.769848,0.072057,0.002456,0.004107,0.001552,0.002147
591,0.005313,0.982527,0.000121,0.000090,0.008049,0.002141,0.000566,0.001478,0.000446,0.007736,0.005927,0.000343,0.000266,0.006825,0.001879
592,0.018358,0.856387,0.000098,0.000087,0.039040,0.005020,0.001491,0.002221,0.001646,0.108649,0.001016,0.000571,0.001395,0.019412,0.002267
593,0.001673,0.978467,0.005462,0.000020,0.002776,0.001839,0.000252,0.007411,0.002328,0.114083,0.060585,0.000528,0.001257,0.017583,0.002563
594,0.000004,0.999824,0.000046,0.000002,0.000317,0.000811,0.000002,0.001061,0.000142,0.002168,0.000244,0.000033,0.000038,0.002469,0.000265
595,0.000712,0.999077,0.000093,0.000001,0.000765,0.000579,0.000015,0.001406,0.000176,0.001560,0.001448,0.000080,0.000066,0.002587,0.000387
596,0.000021,0.999643,0.000055,0.000004,0.000619,0.000735,0.000007,0.001274,0.000226,0.001566,0.000492,0.000056,0.000063,0.001218,0.000491
597,0.000001,0.999902,0.000007,0.000007,0.000252,0.000452,0.000003,0.000962,0.000118,0.000754,0.000332,0.000025,0.000032,0.002656,0.000224
598,0.000000,0.999959,0.000005,0.000009,0.000143,0.000301,0.000003,0.002131,0.000309,0.002596,0.000821,0.000026,0.000041,0.001941,0.000246
599,0.000000,0.999936,0.000015,0.000015,0.000109,0.000321,0.000001,0.001964,0.000138,0.001842,0.000424,0.000017,0.000026,0.000508,0.000262
600,0.000000,0.999978,0.000013,0.000011,0.000028,0.000254,0.000001,0.001406,0.000148,0.002124,0.000701,0.000013,0.000018,0.000280,0.000194
601,0.000139,0.000002,0.999840,0.000013,0.000075,0.000357,0.000419,0.025688,0.003964,0.658020,0.102709,0.000908,0.002052,0.002115,0.004650
602,0.000000,0.999982,0.000042,0.000007,0.000019,0.000208,0.000002,0.000950,0.000224,0.003156,0.002324,0.000022,0.000020,0.000355,0.000242
603,0.000011,0.999806,0.000716,0.000010,0.000020,0.000187,0.000010,0.000148,0.000252,0.003472,0.329998,0.000074,0.000027,0.000441,0.000335
604,0.000010,0.999761,0.001850,0.000008,0.000012,0.000082,0.000019,0.000349,0.000487,0.001863,0.608488,0.000082,0.000021,0.000316,0.000388
605,0.000000,0.999933,0.000274,0.000005,0.000012,0.000047,0.000009,0.000181,0.000143,0.000676,0.066377,0.000030,0.000011,0.000071,0.000271
606,0.000000,0.999974,0.000176,0.000008,0.000007,0.000024,0.000006,0.000535,0.000150,0.000707,0.009437,0.000017,0.000012,0.000047,0.000308
607,0.000002,0.999874,0.000193,0.000012,0.000033,0.000287,0.000238,0.000275,0.000603,0.001393,0.018576,0.000089,0.000033,0.000101,0.000407
608,0.000038,0.999746,0.000354,0.000007,0.000067,0.000225,0.000584,0.000242,0.000531,0.000876,0.061559,0.000140,0.000042,0.000112,0.000504
609,0.000082,0.999478,0.000499,0.000015,0.000093,0.000469,0.000621,0.000205,0.000691,0.001772,0.069536,0.000199,0.000062,0.000119,0.000549
610,0.000009,0.999800,0.000317,0.000013,0.000052,0.000123,0.000226,0.000159,0.000400,0.000883,0.029517,0.000088,0.000032,0.000038,0.000356
611,0.000070,0.999353,0.000439,0.000053,0.000259,0.000411,0.000678,0.000107,0.000690,0.002373,0.029178,0.000194,0.000083,0.000105,0.000891
612,0.002344,0.000001,0.997894,0.000068,0.000624,0.000869,0.000546,0.006916,0.002400,0.286458,0.172889,0.001833,0.002240,0.001076,0.002444
613,0.000019,0.999639,0.001449,0.000008,0.000303,0.000691,0.000207,0.001341,0.001760,0.084456,0.003046,0.000198,0.000393,0.001767,0.001049
614,0.000000,0.999342,0.000043,0.000008,0.001413,0.000747,0.000007,0.001054,0.000529,0.017853,0.001035,0.000043,0.000132,0.001247,0.001081
615,0.000000,0.999734,0.000040,0.000003,0.000482,0.000309,0.000001,0.000472,0.000156,0.005108,0.000179,0.000022,0.000041,0.000952,0.000324
616,0.000000,0.999879,0.000049,0.000005,0.000270,0.000269,0.000003,0.000805,0.000208,0.002920,0.000668,0.000028,0.000041,0.000604,0.000353
617,0.012467,0.982485,0.007348,0.000293,0.000425,0.002723,0.013788,0.000448,0.003842,0.121137,0.508681,0.000980,0.001038,0.002919,0.002145
618,0.000001,0.999919,0.000031,0.000027,0.000153,0.000448,0.000011,0.003275,0.000689,0.024339,0.006054,0.000069,0.000116,0.003097,0.001712
619,0.000003,0.999896,0.000080,0.000008,0.000285,0.000345,0.000002,0.001217,0.000436,0.024597,0.001063,0.000050,0.000109,0.010199,0.000747
620,0.000000,0.999763,0.000193,0.000017,0.000083,0.001220,0.000003,0.000643,0.000254,0.009977,0.002177,0.000043,0.000038,0.001731,0.000407
621,0.000000,0.999980,0.000018,0.000011,0.000017,0.000255,0.000001,0.000822,0.000225,0.015475,0.002157,0.000019,0.000020,0.001361,0.000631
622,0.082983,0.854189,0.037205,0.000102,0.000186,0.001159,0.002743,0.000056,0.000744,0.000891,0.995492,0.001701,0.000157,0.003272,0.001522
623,0.007886,0.000001,0.993749,0.000016,0.000487,0.001047,0.000292,0.008827,0.002449,0.137423,0.122640,0.001667,0.003175,0.001861,0.002370
624,0.000004,0.999844,0.004354,0.000011,0.000013,0.000102,0.000071,0.000693,0.000959,0.458490,0.231072,0.000105,0.000135,0.013984,0.002653
625,0.000001,0.999890,0.000189,0.000002,0.000010,0.000027,0.000002,0.000354,0.000043,0.000062,0.000550,0.000014,0.000004,0.000012,0.000257
626,0.000000,0.999875,0.000061,0.000035,0.000025,0.000114,0.000002,0.001328,0.000130,0.001562,0.002796,0.000030,0.000013,0.000234,0.000795
627,0.000000,0.999874,0.000008,0.000047,0.000155,0.000192,0.000001,0.001442,0.000051,0.000089,0.000079,0.000014,0.000011,0.000030,0.000263
628,0.000000,0.999923,0.000038,0.000032,0.000025,0.000102,0.000001,0.002731,0.000102,0.000213,0.000251,0.000015,0.000006,0.000036,0.000276
629,0.000000,0.999972,0.000022,0.000014,0.000032,0.000199,0.000001,0.001924,0.000215,0.005100,0.001046,0.000022,0.000020,0.000268,0.000479
630,0.000000,0.999955,0.000003,0.000023,0.000099,0.000990,0.000001,0.003302,0.000193,0.017955,0.000525,0.000023,0.000033,0.003148,0.001261
631,0.000001,0.999959,0.001166,0.000008,0.000016,0.000104,0.000028,0.001113,0.002925,0.732724,0.001654,0.000055,0.000113,0.021846,0.003092
632,0.000000,0.999963,0.000004,0.000044,0.000038,0.000201,0.000000,0.002740,0.000059,0.000592,0.000102,0.000007,0.000010,0.000082,0.000186
633,0.000000,0.999922,0.000011,0.000096,0.000066,0.000410,0.000001,0.001815,0.000075,0.000424,0.000131,0.000015,0.000014,0.000169,0.000354
634,0.000038,0.000004,0.999891,0.000010,0.001188,0.001024,0.001089,0.009413,0.002521,0.914131,0.045420,0.000829,0.003556,0.001303,0.002480
635,0.000000,0.999968,0.000024,0.000019,0.000012,0.000070,0.000000,0.001357,0.000062,0.000361,0.000249,0.000009,0.000007,0.000053,0.000171
636,0.000000,0.999960,0.000016,0.000039,0.000016,0.000106,0.000001,0.001380,0.000079,0.000394,0.000288,0.000010,0.000008,0.000075,0.000178
637,0.000000,0.999958,0.000016,0.000041,0.000016,0.000104,0.000001,0.001467,0.000079,0.000412,0.000286,0.000010,0.000009,0.000072,0.000178
638,0.000000,0.999972,0.000004,0.000081,0.000009,0.000058,0.000001,0.002439,0.000176,0.001648,0.001051,0.000012,0.000010,0.000251,0.000369
639,0.000000,0.999979,0.000006,0.000029,0.000005,0.000026,0.000000,0.001444,0.000087,0.001098,0.000823,0.000006,0.000005,0.000242,0.000255
640,0.000000,0.999989,0.000003,0.000010,0.000009,0.000046,0.000001,0.000519,0.000186,0.002358,0.000808,0.000009,0.000006,0.000565,0.000322
641,0.000000,0.999915,0.000139,0.000030,0.000011,0.000120,0.000003,0.001304,0.000284,0.001442,0.001244,0.000028,0.000011,0.000145,0.000379
642,0.000000,0.999953,0.000017,0.000044,0.000006,0.000028,0.000000,0.001270,0.000047,0.000143,0.000216,0.000005,0.000003,0.000032,0.000099
643,0.000000,0.999970,0.000003,0.000039,0.000004,0.000016,0.000000,0.001136,0.000032,0.000162,0.000129,0.000002,0.000002,0.000035,0.000096
644,0.000000,0.999965,0.000001,0.000049,0.000007,0.000027,0.000000,0.001582,0.000039,0.000265,0.000158,0.000003,0.000002,0.000066,0.000101
645,0.018906,0.000001,0.995991,0.000000,0.000047,0.000141,0.000657,0.011317,0.002969,0.474542,0.023815,0.000457,0.000286,0.001025,0.001675
646,0.000000,0.999976,0.000002,0.000029,0.000006,0.000023,0.000000,0.001717,0.000040,0.000270,0.000092,0.000002,0.000003,0.000097,0.000097
647,0.000000,0.999978,0.000002,0.000026,0.000007,0.000020,0.000000,0.001357,0.000038,0.000189,0.000088,0.000003,0.000002,0.000091,0.000084
648,0.000000,0.999977,0.000002,0.000026,0.000007,0.000022,0.000000,0.001347,0.000040,0.000183,0.000090,0.000003,0.000003,0.000096,0.000086
649,0.000000,0.999972,0.000001,0.000029,0.000007,0.000022,0.000000,0.000839,0.000035,0.000336,0.000065,0.000002,0.000002,0.000080,0.000103
650,0.000000,0.999935,0.000003,0.000023,0.000010,0.000022,0.000000,0.001069,0.000029,0.000096,0.000057,0.000002,0.000001,0.000030,0.000184
651,0.000000,0.999963,0.000009,0.000034,0.000008,0.000041,0.000000,0.001048,0.000133,0.000521,0.000288,0.000009,0.000004,0.000095,0.000208
652,0.000000,0.999964,0.000005,0.000022,0.000044,0.000143,0.000001,0.000851,0.000086,0.000340,0.000383,0.000013,0.000009,0.000124,0.000615
653,0.000000,0.999835,0.000006,0.000043,0.000119,0.000234,0.000003,0.001460,0.000141,0.000097,0.000672,0.000023,0.000010,0.000054,0.000271
654,0.000000,0.999941,0.000009,0.000053,0.000034,0.000108,0.000001,0.004885,0.000171,0.000201,0.000577,0.000018,0.000008,0.000047,0.000285
655,0.000000,0.999817,0.000023,0.000039,0.000053,0.000221,0.000004,0.001151,0.000206,0.000311,0.000480,0.000026,0.000009,0.000028,0.000159
656,0.006915,0.000001,0.996201,0.000003,0.000126,0.000315,0.000554,0.002283,0.003176,0.571980,0.038143,0.000559,0.000447,0.000415,0.000413
657,0.000000,0.999839,0.000013,0.000063,0.000054,0.000219,0.000004,0.002002,0.000191,0.000346,0.000676,0.000023,0.000009,0.000033,0.000150
658,0.000000,0.999825,0.000014,0.000062,0.000055,0.000216,0.000004,0.001815,0.000183,0.000307,0.000653,0.000024,0.000009,0.000031,0.000148
659,0.000219,0.999147,0.000076,0.000091,0.000144,0.000601,0.000020,0.013638,0.000405,0.000720,0.004943,0.000114,0.000034,0.000136,0.001643
660,0.000000,0.999257,0.000009,0.000075,0.000247,0.000695,0.000004,0.000970,0.000262,0.002267,0.000231,0.000034,0.000028,0.000191,0.000318
661,0.000000,0.999699,0.000482,0.000009,0.000218,0.000290,0.000004,0.000654,0.000195,0.000577,0.000159,0.000042,0.000022,0.000046,0.000256
662,0.000003,0.999658,0.000048,0.000009,0.000447,0.001597,0.000013,0.000325,0.000308,0.000883,0.000367,0.000078,0.000032,0.000220,0.000637
663,0.044575,0.218148,0.849642,0.000414,0.000540,0.000796,0.000225,0.000681,0.000411,0.000268,0.997261,0.001808,0.000234,0.001802,0.002141
664,0.000003,0.999840,0.000137,0.000025,0.000106,0.000779,0.000073,0.000391,0.001653,0.012331,0.002634,0.000118,0.000124,0.001062,0.000754
665,0.000000,0.999700,0.000115,0.000007,0.000311,0.000314,0.000001,0.000678,0.000195,0.002019,0.000208,0.000028,0.000024,0.000224,0.000615
666,0.000000,0.999548,0.000070,0.000150,0.000212,0.001663,0.000013,0.001077,0.001140,0.023557,0.001104,0.000108,0.000091,0.000713,0.000949
667,0.999841,0.000000,0.001444,0.000000,0.000148,0.000052,0.024560,0.000479,0.002059,0.757124,0.002481,0.000457,0.000216,0.000119,0.000104
668,0.000171,0.000001,0.999756,0.000010,0.000114,0.000057,0.000093,0.000487,0.000207,0.002758,0.983288,0.001894,0.000049,0.001830,0.001847
669,0.000000,0.999828,0.001393,0.000004,0.000031,0.000485,0.000010,0.000260,0.000871,0.003856,0.000352,0.000057,0.000033,0.000480,0.000318
670,0.000000,0.999862,0.000069,0.000012,0.000026,0.000553,0.000008,0.000159,0.000276,0.000588,0.000478,0.000030,0.000019,0.000054,0.000108
671,0.000002,0.999769,0.000024,0.000170,0.000073,0.004114,0.001135,0.001391,0.010535,0.078630,0.014871,0.000251,0.000224,0.002470,0.000883
672,0.000000,0.999883,0.000055,0.000045,0.000053,0.000380,0.000005,0.002293,0.000599,0.001654,0.000726,0.000037,0.000027,0.000145,0.000517
673,0.083118,0.935145,0.005010,0.000067,0.000681,0.001432,0.029407,0.000057,0.002481,0.002905,0.964838,0.003457,0.000227,0.002006,0.003467
674,0.000000,0.999873,0.000208,0.000048,0.000065,0.000359,0.000011,0.003930,0.000477,0.008899,0.000615,0.000053,0.000040,0.000601,0.001869
675,0.000000,0.999967,0.000072,0.000011,0.000012,0.000179,0.000003,0.002036,0.001340,0.055587,0.000358,0.000027,0.000033,0.000859,0.000888
676,0.000000,0.999958,0.000040,0.000010,0.000010,0.000109,0.000001,0.000741,0.000315,0.013273,0.000136,0.000012,0.000015,0.000240,0.000400
